title,uri,year,note,director_name
Guru Feat. Donald Byrd: Loungin',https://www.imdb.com/title/tt15186414/?ref_=nm_flmg_dr_94,1993,(Music Video short),Spike Lee
Arrested Development: Revolution,https://www.imdb.com/title/tt7061000/?ref_=nm_flmg_dr_95,1993,(Music Video),Spike Lee
Naughty by Nature: Hip Hop Hooray,https://www.imdb.com/title/tt7100410/?ref_=nm_flmg_dr_96,1993,(Music Video),Spike Lee
Lonette McKee: Watch the Birds,https://www.imdb.com/title/tt15186636/?ref_=nm_flmg_dr_97,1992,(Music Video),Spike Lee
Stevie Wonder: Make Sure You're Sure,https://www.imdb.com/title/tt15186432/?ref_=nm_flmg_dr_98,1992,(Music Video),Spike Lee
Malcolm X,https://www.imdb.com/title/tt0104797/?ref_=nm_flmg_dr_99,1992,,Spike Lee
Prince and the New Power Generation: Money Don't Matter 2 Night,https://www.imdb.com/title/tt15185830/?ref_=nm_flmg_dr_100,1992,(Music Video),Spike Lee
Prince and the New Power Generation: Money Don't Matter 2 Night (MTV Version),https://www.imdb.com/title/tt15185846/?ref_=nm_flmg_dr_101,1992,(Music Video) (segment director),Spike Lee
Beating Heart by State of Art,https://www.imdb.com/title/tt17519920/?ref_=nm_flmg_dr_102,1991,(Music Video),Spike Lee
Fishbone: Sunless Saturday,https://www.imdb.com/title/tt8718072/?ref_=nm_flmg_dr_103,1991,(Music Video),Spike Lee
State of Art: Laughing at the Years,https://www.imdb.com/title/tt15185888/?ref_=nm_flmg_dr_104,1991,(Music Video),Spike Lee
State of Art: Understanding,https://www.imdb.com/title/tt15185882/?ref_=nm_flmg_dr_105,1991,(Music Video short),Spike Lee
Stevie Wonder: Gotta Have You,https://www.imdb.com/title/tt15186196/?ref_=nm_flmg_dr_106,1991,(Music Video short),Spike Lee
Stevie Wonder: Jungle Fever,https://www.imdb.com/title/tt15186408/?ref_=nm_flmg_dr_107,1991,(Music Video short),Spike Lee
The Homeboy Project: Do Your Dance,https://www.imdb.com/title/tt15186168/?ref_=nm_flmg_dr_108,1991,(Music Video),Spike Lee
Jungle Fever,https://www.imdb.com/title/tt0102175/?ref_=nm_flmg_dr_109,1991,,Spike Lee
Cynda Williams: Harlem Blues,https://www.imdb.com/title/tt15186210/?ref_=nm_flmg_dr_110,1990,(Music Video short),Spike Lee
Gang Starr: Jazz Thing,https://www.imdb.com/title/tt15186404/?ref_=nm_flmg_dr_111,1990,(Music Video),Spike Lee
Mo' Better Blues,https://www.imdb.com/title/tt0100168/?ref_=nm_flmg_dr_112,1990,,Spike Lee
Tracy Chapman: Born to Fight,https://www.imdb.com/title/tt8731146/?ref_=nm_flmg_dr_113,1990,(Music Video),Spike Lee
Perri: Feel So Good,https://www.imdb.com/title/tt15186186/?ref_=nm_flmg_dr_114,1989,(Music Video),Spike Lee
Public Enemy: Fight the Power,https://www.imdb.com/title/tt4118430/?ref_=nm_flmg_dr_115,1989,(Music Video),Spike Lee
Do the Right Thing,https://www.imdb.com/title/tt0097216/?ref_=nm_flmg_dr_116,1989,,Spike Lee
Experience Unlimited: Buck Wild,https://www.imdb.com/title/tt8316204/?ref_=nm_flmg_dr_117,1989,(Music Video),Spike Lee
Keith John: I Can Only Be Me,https://www.imdb.com/title/tt15186396/?ref_=nm_flmg_dr_118,1988,(Music Video),Spike Lee
Phyllis Hyman: Be One,https://www.imdb.com/title/tt15186146/?ref_=nm_flmg_dr_119,1988,(Music Video short),Spike Lee
Steel Pulse: Reachin Out,https://www.imdb.com/title/tt15186692/?ref_=nm_flmg_dr_120,1988,(Music Video short),Spike Lee
The Rays: Be Alone Tonight,https://www.imdb.com/title/tt15186128/?ref_=nm_flmg_dr_121,1988,(Music Video short),Spike Lee
Experience Unlimited: Da Butt,https://www.imdb.com/title/tt8198186/?ref_=nm_flmg_dr_122,1988,(Music Video),Spike Lee
School Daze,https://www.imdb.com/title/tt0096054/?ref_=nm_flmg_dr_123,1988,,Spike Lee
Anita Baker: No One in the World,https://www.imdb.com/title/tt10027864/?ref_=nm_flmg_dr_124,1987,(Music Video short),Spike Lee
Branford Marsalis: Royal Gardens,https://www.imdb.com/title/tt15186658/?ref_=nm_flmg_dr_125,1986,(Music Video short),Spike Lee
Horn of Plenty,https://www.imdb.com/title/tt2861356/?ref_=nm_flmg_dr_126,1986,(TV Short),Spike Lee
Miles Davis: Tutu (Version 1),https://www.imdb.com/title/tt15186618/?ref_=nm_flmg_dr_127,1986,(Music Video short),Spike Lee
She's Gotta Have It: Nola,https://www.imdb.com/title/tt15186682/?ref_=nm_flmg_dr_128,1986,(Music Video short),Spike Lee
She's Gotta Have It,https://www.imdb.com/title/tt0091939/?ref_=nm_flmg_dr_129,1986,,Spike Lee
Grandmaster Melle Mel: White Lines (Don't Do It),https://www.imdb.com/title/tt7290766/?ref_=nm_flmg_dr_130,1983,(Music Video short),Spike Lee
Joe's Bed-Stuy Barbershop: We Cut Heads,https://www.imdb.com/title/tt0085758/?ref_=nm_flmg_dr_131,1983,,Spike Lee
Sarah,https://www.imdb.com/title/tt0209300/?ref_=nm_flmg_dr_132,1982/II,(Short),Spike Lee
The Answer,https://www.imdb.com/title/tt0208687/?ref_=nm_flmg_dr_133,1980,(Short),Spike Lee
Last Hustle in Brooklyn,https://www.imdb.com/title/tt0209093/?ref_=nm_flmg_dr_134,1979,(Short),Spike Lee
Thrilla in Manila,https://www.imdb.com/title/tt3542810/?ref_=nm_flmg_dr_1,,(announced),Ang Lee
Gemini Man,https://www.imdb.com/title/tt1025100/?ref_=nm_flmg_dr_2,2019,,Ang Lee
Empty Diary,https://www.imdb.com/title/tt5840054/?ref_=nm_flmg_dr_3,2016,(Short),Ang Lee
Billy Lynn's Long Halftime Walk,https://www.imdb.com/title/tt2513074/?ref_=nm_flmg_dr_4,2016,(directed by),Ang Lee
Life of Pi,https://www.imdb.com/title/tt0454876/?ref_=nm_flmg_dr_5,2012,,Ang Lee
Taking Woodstock,https://www.imdb.com/title/tt1127896/?ref_=nm_flmg_dr_6,2009,,Ang Lee
"Lust, Caution",https://www.imdb.com/title/tt0808357/?ref_=nm_flmg_dr_7,2007,,Ang Lee
Brokeback Mountain,https://www.imdb.com/title/tt0388795/?ref_=nm_flmg_dr_8,2005,,Ang Lee
The Hire,https://www.imdb.com/title/tt12958702/?ref_=nm_flmg_dr_9,2003,"(Short) (segment ""The Chosen"")",Ang Lee
Hulk,https://www.imdb.com/title/tt0286716/?ref_=nm_flmg_dr_10,2003,,Ang Lee
Sense and Sensibility: Deleted Scenes,https://www.imdb.com/title/tt4290888/?ref_=nm_flmg_dr_11,2002,(Video short),Ang Lee
Chosen,https://www.imdb.com/title/tt0283994/?ref_=nm_flmg_dr_12,2001,(Short),Ang Lee
"Crouching Tiger, Hidden Dragon",https://www.imdb.com/title/tt0190332/?ref_=nm_flmg_dr_13,2000,,Ang Lee
Ride with the Devil,https://www.imdb.com/title/tt0134154/?ref_=nm_flmg_dr_14,1999/I,,Ang Lee
The Ice Storm,https://www.imdb.com/title/tt0119349/?ref_=nm_flmg_dr_15,1997,,Ang Lee
Sense and Sensibility,https://www.imdb.com/title/tt0114388/?ref_=nm_flmg_dr_16,1995,,Ang Lee
Eat Drink Man Woman,https://www.imdb.com/title/tt0111797/?ref_=nm_flmg_dr_17,1994,,Ang Lee
The Wedding Banquet,https://www.imdb.com/title/tt0107156/?ref_=nm_flmg_dr_18,1993,,Ang Lee
Pushing Hands,https://www.imdb.com/title/tt0105652/?ref_=nm_flmg_dr_19,1991,,Ang Lee
Fine Line,https://www.imdb.com/title/tt11661420/?ref_=nm_flmg_dr_20,1984,(Short),Ang Lee
I Wish I Was by That Dim Lake,https://www.imdb.com/title/tt3311280/?ref_=nm_flmg_dr_21,1982,(Short),Ang Lee
Beat the Artist,https://www.imdb.com/title/tt11661074/?ref_=nm_flmg_dr_22,1981,(Short),Ang Lee
I Love Chinese Food,https://www.imdb.com/title/tt11661086/?ref_=nm_flmg_dr_23,1981,(Short),Ang Lee
The Runner,https://www.imdb.com/title/tt11661110/?ref_=nm_flmg_dr_24,1980,(Short),Ang Lee
Whitney Houston: I Wanna Dance with Somebody,https://www.imdb.com/title/tt12193804/?ref_=nm_flmg_dr_1,2022,(directed by),Kasi Lemmons
Women of the Movement,https://www.imdb.com/title/tt10774460/?ref_=nm_flmg_dr_2,2022,(TV Series) (1 episode) - The Last Word (),Kasi Lemmons
Self Made: Inspired by the Life of Madam C.J. Walker,https://www.imdb.com/title/tt8771910/?ref_=nm_flmg_dr_3,2020,(TV Mini Series) (2 episodes) - Bootstraps () - The Fight of the Century (),Kasi Lemmons
Harriet,https://www.imdb.com/title/tt4648786/?ref_=nm_flmg_dr_4,2019/I,,Kasi Lemmons
Luke Cage,https://www.imdb.com/title/tt3322314/?ref_=nm_flmg_dr_5,2018,(TV Series) (1 episode) - All Souled Out (),Kasi Lemmons
Shots Fired,https://www.imdb.com/title/tt5093452/?ref_=nm_flmg_dr_6,2017,(TV Series) (1 episode) - Hour Five: Before the Storm (),Kasi Lemmons
Black Nativity,https://www.imdb.com/title/tt1425922/?ref_=nm_flmg_dr_7,2013,,Kasi Lemmons
Talk to Me,https://www.imdb.com/title/tt0796368/?ref_=nm_flmg_dr_8,2007,,Kasi Lemmons
The Caveman's Valentine,https://www.imdb.com/title/tt0182000/?ref_=nm_flmg_dr_9,2001,,Kasi Lemmons
Eve's Bayou,https://www.imdb.com/title/tt0119080/?ref_=nm_flmg_dr_10,1997,,Kasi Lemmons
Dr. Hugo,https://www.imdb.com/title/tt0268271/?ref_=nm_flmg_dr_11,1996,(Short),Kasi Lemmons
Untitled John Brinkley Biopic,https://www.imdb.com/title/tt6534532/?ref_=nm_flmg_dr_1,,(announced),Richard Linklater
Untitled Bill Hicks Biopic,https://www.imdb.com/title/tt9178582/?ref_=nm_flmg_dr_2,,(announced),Richard Linklater
Merrily We Roll Along,https://www.imdb.com/title/tt10893378/?ref_=nm_flmg_dr_3,,(filming),Richard Linklater
Nouvelle Vague,https://www.imdb.com/title/tt31688586/?ref_=nm_flmg_dr_4,,(filming),Richard Linklater
God Save Texas,https://www.imdb.com/title/tt30320959/?ref_=nm_flmg_dr_5,2024,(TV Series documentary) (1 episode) - Hometown Prison (),Richard Linklater
Hit Man,https://www.imdb.com/title/tt20215968/?ref_=nm_flmg_dr_6,2023,,Richard Linklater
Apollo 10½: A Space Age Childhood,https://www.imdb.com/title/tt7978758/?ref_=nm_flmg_dr_7,2022,,Richard Linklater
That Animal Rescue Show,https://www.imdb.com/title/tt11691360/?ref_=nm_flmg_dr_8,2020,(TV Series documentary) (2 episodes) - A Body Positive Pig Pageant () ... (directed by) - Pigs are People Too () ... (directed by),Richard Linklater
Another Day at the Office,https://www.imdb.com/title/tt11634166/?ref_=nm_flmg_dr_9,2019,(Short),Richard Linklater
"Where'd You Go, Bernadette",https://www.imdb.com/title/tt2365580/?ref_=nm_flmg_dr_10,2019,,Richard Linklater
Last Flag Flying,https://www.imdb.com/title/tt6018306/?ref_=nm_flmg_dr_11,2017,,Richard Linklater
Everybody Wants Some!!,https://www.imdb.com/title/tt2937696/?ref_=nm_flmg_dr_12,2016,,Richard Linklater
Boyhood,https://www.imdb.com/title/tt1065073/?ref_=nm_flmg_dr_13,2014/I,,Richard Linklater
Before Midnight,https://www.imdb.com/title/tt2209418/?ref_=nm_flmg_dr_14,2013,,Richard Linklater
Up to Speed,https://www.imdb.com/title/tt2188577/?ref_=nm_flmg_dr_15,2012,(TV Series) (6 episodes) - New York City: The Beauty of Randomness () - The Tour Guide Convention () - Virginia: The Many Flavors of Thomas Jefferson () - Kansas & Missouri: In the Middle of the Middle of the Midwest () - Chicago: To Conjure a Lost Neighborhood () - San Francisco: A City Shaped by Earthquakes (),Richard Linklater
Bernie,https://www.imdb.com/title/tt1704573/?ref_=nm_flmg_dr_16,2011,,Richard Linklater
Me and Orson Welles,https://www.imdb.com/title/tt1175506/?ref_=nm_flmg_dr_17,2008,,Richard Linklater
Inning by Inning: A Portrait of a Coach,https://www.imdb.com/title/tt1122767/?ref_=nm_flmg_dr_18,2008,(Documentary),Richard Linklater
A Scanner Darkly,https://www.imdb.com/title/tt0405296/?ref_=nm_flmg_dr_19,2006,,Richard Linklater
Fast Food Nation,https://www.imdb.com/title/tt0460792/?ref_=nm_flmg_dr_20,2006,,Richard Linklater
Bad News Bears,https://www.imdb.com/title/tt0408524/?ref_=nm_flmg_dr_21,2005,,Richard Linklater
$5.15/Hr.,https://www.imdb.com/title/tt0386998/?ref_=nm_flmg_dr_22,2004,(TV Movie),Richard Linklater
Before Sunset,https://www.imdb.com/title/tt0381681/?ref_=nm_flmg_dr_23,2004,,Richard Linklater
School of Rock,https://www.imdb.com/title/tt0332379/?ref_=nm_flmg_dr_24,2003,,Richard Linklater
Live from Shiva's Dance Floor,https://www.imdb.com/title/tt0343986/?ref_=nm_flmg_dr_25,2003,(Short),Richard Linklater
Tape,https://www.imdb.com/title/tt0275719/?ref_=nm_flmg_dr_26,2001,,Richard Linklater
Waking Life,https://www.imdb.com/title/tt0243017/?ref_=nm_flmg_dr_27,2001,,Richard Linklater
The Newton Boys,https://www.imdb.com/title/tt0120769/?ref_=nm_flmg_dr_28,1998,,Richard Linklater
SubUrbia,https://www.imdb.com/title/tt0120238/?ref_=nm_flmg_dr_29,1996,,Richard Linklater
Before Sunrise,https://www.imdb.com/title/tt0112471/?ref_=nm_flmg_dr_30,1995,,Richard Linklater
Dazed and Confused,https://www.imdb.com/title/tt0106677/?ref_=nm_flmg_dr_31,1993,,Richard Linklater
Heads I Win/Tails You Lose,https://www.imdb.com/title/tt0414089/?ref_=nm_flmg_dr_32,1991,(Video),Richard Linklater
Slacker,https://www.imdb.com/title/tt0102943/?ref_=nm_flmg_dr_33,1990,,Richard Linklater
It's Impossible to Learn to Plow by Reading Books,https://www.imdb.com/title/tt0095385/?ref_=nm_flmg_dr_34,1988,,Richard Linklater
Woodshock,https://www.imdb.com/title/tt0464848/?ref_=nm_flmg_dr_35,1985,(Documentary short),Richard Linklater
The Last Days of John Allen Chau,https://www.imdb.com/title/tt27977862/?ref_=nm_flmg_dr_1,,(pre-production),Justin Lin
Two for the Money,https://www.imdb.com/title/tt30343539/?ref_=nm_flmg_dr_2,,(pre-production),Justin Lin
Seven Wonders,https://www.imdb.com/title/tt22849966/?ref_=nm_flmg_dr_3,,(TV Series) (filming),Justin Lin
Fast X,https://www.imdb.com/title/tt5433140/?ref_=nm_flmg_dr_4,2023,"(began filming, was replaced, uncredited)",Justin Lin
The Endgame,https://www.imdb.com/title/tt14507354/?ref_=nm_flmg_dr_5,2022,(TV Series) (1 episode) - Pilot (),Justin Lin
F9: The Fast Saga,https://www.imdb.com/title/tt5433138/?ref_=nm_flmg_dr_6,2021,,Justin Lin
Magnum P.I.,https://www.imdb.com/title/tt7942796/?ref_=nm_flmg_dr_7,2018,(TV Series) (1 episode) - I Saw the Sun Rise (),Justin Lin
S.W.A.T.,https://www.imdb.com/title/tt6111130/?ref_=nm_flmg_dr_8,2017,(TV Series) (1 episode) - Pilot (),Justin Lin
Star Trek Beyond,https://www.imdb.com/title/tt2660888/?ref_=nm_flmg_dr_9,2016,,Justin Lin
True Detective,https://www.imdb.com/title/tt2356777/?ref_=nm_flmg_dr_10,2015,(TV Series) (2 episodes) - Night Finds You () - The Western Book of the Dead (),Justin Lin
Help,https://www.imdb.com/title/tt4794550/?ref_=nm_flmg_dr_11,2015/II,(Short),Justin Lin
Scorpion,https://www.imdb.com/title/tt3514324/?ref_=nm_flmg_dr_12,2014,(TV Series) (1 episode) - Pilot (),Justin Lin
Fast and Furious 6: Deleted Scenes,https://www.imdb.com/title/tt29353788/?ref_=nm_flmg_dr_13,2013,(Video short),Justin Lin
Fast & Furious 6,https://www.imdb.com/title/tt1905041/?ref_=nm_flmg_dr_14,2013,,Justin Lin
It Has Begun: Bananapocalypse,https://www.imdb.com/title/tt2642558/?ref_=nm_flmg_dr_15,2012,(Short),Justin Lin
Fast Five: Deleted Scenes,https://www.imdb.com/title/tt29353770/?ref_=nm_flmg_dr_16,2011,(Video short),Justin Lin
Fast Five,https://www.imdb.com/title/tt1596343/?ref_=nm_flmg_dr_17,2011,,Justin Lin
Community,https://www.imdb.com/title/tt1439629/?ref_=nm_flmg_dr_18,2009-2010,(TV Series) (3 episodes) - Modern Warfare (2010) - Interpretive Dance (2010) - Introduction to Statistics (2009),Justin Lin
Fast & Furious,https://www.imdb.com/title/tt1013752/?ref_=nm_flmg_dr_19,2009,(directed by),Justin Lin
La Revolución de Iguodala!,https://www.imdb.com/title/tt0979936/?ref_=nm_flmg_dr_20,2007,(Short),Justin Lin
Finishing the Game,https://www.imdb.com/title/tt0843850/?ref_=nm_flmg_dr_21,2007,,Justin Lin
The Fast and the Furious: Tokyo Drift - Deleted Scenes,https://www.imdb.com/title/tt29353735/?ref_=nm_flmg_dr_22,2006,(Video short) (directed by),Justin Lin
The Fast and the Furious: Tokyo Drift,https://www.imdb.com/title/tt0463985/?ref_=nm_flmg_dr_23,2006,(directed by),Justin Lin
Annapolis,https://www.imdb.com/title/tt0417433/?ref_=nm_flmg_dr_24,2006,,Justin Lin
Spotlighting,https://www.imdb.com/title/tt0443652/?ref_=nm_flmg_dr_25,2005,(Documentary short),Justin Lin
Better Luck Tomorrow,https://www.imdb.com/title/tt0280477/?ref_=nm_flmg_dr_26,2002,,Justin Lin
Crossover,https://www.imdb.com/title/tt0420566/?ref_=nm_flmg_dr_27,2000,(Documentary short),Justin Lin
Shopping for Fangs,https://www.imdb.com/title/tt0122710/?ref_=nm_flmg_dr_28,1997,,Justin Lin
Unrecorded Night,https://www.imdb.com/title/tt13547416/?ref_=nm_flmg_dr_1,,(TV Series) (13 episodes) (announced) - Episode #1.13 - Episode #1.9 - Episode #1.12 - Episode #1.8 - Episode #1.11 - Episode #1.10 - Episode #1.7 - Episode #1.6 - Episode #1.3 - Episode #1.4 - Episode #1.5 - Episode #1.2 - Episode #1.1,David Lynch
Weather Report,https://www.imdb.com/title/tt12313750/?ref_=nm_flmg_dr_2,2005-2021,(TV Series) (152 episodes) - 10/16/21 (2021) - 6/6/21 (2021) - 6/5/21 (2021) - 6/4/21 (2021) - 6/3/21 (2021) - 6/2/21 (2021) - 6/1/21 (2021) - 2/15/21 (2021) - 12/15/20 (2020) - 12/12/20 (2020) - 12/11/20 (2020) - 12/10/20 (2020) - 12/1/20 (2020) - 10/3/20 (2020) - 10/2/20 (2020) - 10/1/20 (2020) - 9/13/20 (2020) - 9/7/20 (2020) - 9/6/20 (2020) - 9/5/20 (2020) - 9/4/20 (2020) - 9/3/20 (2020) - 9/2/20 (2020) - 9/1/20 (2020) - 8/31/20 (2020) - 8/30/20 (2020) - 8/29/20 (2020) - 8/28/20 (2020) - 8/27/20 (2020) - 8/26/20 (2020) - 8/25/20 (2020) - 8/24/20 (2020) - 8/23/20 (2020) - 8/22/20 (2020) - 8/21/20 (2020) - 8/20/20 (2020) - 8/19/20 (2020) - 8/18/20 (2020) - 8/17/20 (2020) - 8/16/20 (2020) - 8/15/20 (2020) - 8/14/20 (2020) - 8/13/20 (2020) - 8/12/20 (2020) - 8/11/20 (2020) - 8/10/20 (2020) - 8/9/20 (2020) - 8/8/20 (2020) - 8/7/20 (2020) - 8/6/20 (2020) - 8/5/20 (2020) - 8/4/20 (2020) - 8/3/20 (2020) - 8/2/20 (2020) - 8/1/20 (2020) - 7/31/20 (2020) - 7/30/20 (2020) - 7/29/20 (2020) - 7/28/20 (2020) - 7/27/20 (2020) - 7/26/20 (2020) - 7/25/20 (2020) - 7/24/20 (2020) - 7/23/20 (2020) - 7/22/20 (2020) - 7/21/20 (2020) - 7/20/20 (2020) - 7/19/20 (2020) - 7/18/20 (2020) - 7/17/20 (2020) - 7/16/20 (2020) - 7/15/20 (2020) - 7/14/20 (2020) - 7/13/20 (2020) - 7/12/20 (2020) - 7/11/20 (2020) - 7/10/20 (2020) - 7/9/20 (2020) - 7/8/20 (2020) - 7/7/20 (2020) - 7/6/20 (2020) - 7/5/20 (2020) - 7/4/20 (2020) - 7/3/20 (2020) - 7/2/20 (2020) - 7/1/20 (2020) - 6/30/20 (2020) - 6/29/20 (2020) - 6/28/20 (2020) - 6/27/20 (2020) - 6/26/20 (2020) - 6/25/20 (2020) - 6/24/20 (2020) - 6/23/20 (2020) - 6/22/20 (2020) - 6/21/20 (2020) - 6/20/20 (2020) - 6/19/20 (2020) - 6/18/20 (2020) - 6/17/20 (2020) - 6/16/20 (2020) - 6/15/20 (2020) - 6/14/20 (2020) - 6/13/20 (2020) - 6/12/20 (2020) - 6/11/20 (2020) - 6/10/20 (2020) - 6/9/20 (2020) - 6/8/20 (2020) - 6/7/20 (2020) - 6/6/20 (2020) - 6/5/20 (2020) - 6/4/20 (2020) - 6/3/20 (2020) - 6/2/20 (2020) - 6/1/20 (2020) - 5/31/20 (2020) - 5/30/20 (2020) - 5/29/20 (2020) - 5/28/20 (2020) - 5/27/20 (2020) - 5/26/20 (2020) - 5/25/20 (2020) - 5/24/20 (2020) - 5/23/20 (2020) - 5/22/20 (2020) - 5/21/20 (2020) - 5/20/20 (2020) - 5/19/20 (2020) - 5/18/20 (2020) - 5/17/20 (2020) - 5/16/20 (2020) - 5/15/20 (2020) - 5/14/20 (2020) - 5/13/20 (2020) - 5/12/20 (2020) - 5/11/20 (2020) - 3/12/09 (2009) - 1/28/09 (2009) - 10/31/08 (2008) - 9/4/08 (2008) - 7/10/08 (2008) - 4/1/08 (2008) - 9/20/07 (2007) - 9/16/07 (2007) - 9/6/07 (2007) - 10/26/06 (2006) - 6/13/06 (2006) - 4/17/06 (2006) - 2/14/06 (2006) - 5/11/05 (2005) - 2/1/05 (2005),David Lynch
Donovan: I am the Shaman,https://www.imdb.com/title/tt14623780/?ref_=nm_flmg_dr_3,2021,(Music Video short),David Lynch
What Is David Working on Today?,https://www.imdb.com/title/tt12409496/?ref_=nm_flmg_dr_4,2020,(TV Series) (17 episodes) - Wall Sconce () - Sculpture () - Dowel () - JAR FINAL () - Thinking () - Balls () - The Jar () - Mirror () - Varnishing () - Paint Drawers () - Pants Repair () - Phone Holder () - Litho Signing () - Microphone Stand () - Checking Stick () - Urinal () - Wood Sink (),David Lynch
Today's Number Is...,https://www.imdb.com/title/tt14302020/?ref_=nm_flmg_dr_5,2020,(TV Series),David Lynch
The Spider and the Bee,https://www.imdb.com/title/tt12837712/?ref_=nm_flmg_dr_6,2020,(Documentary short),David Lynch
How Was Your Day Honey?,https://www.imdb.com/title/tt12749580/?ref_=nm_flmg_dr_7,2020,(Short),David Lynch
The Adventures of Alan R.,https://www.imdb.com/title/tt12669976/?ref_=nm_flmg_dr_8,2020,(Short),David Lynch
The Story of a Small Bug,https://www.imdb.com/title/tt12530266/?ref_=nm_flmg_dr_9,2020,(Documentary short),David Lynch
Fire (PoZar),https://www.imdb.com/title/tt12362474/?ref_=nm_flmg_dr_10,2020,(Short),David Lynch
Ant Head,https://www.imdb.com/title/tt9287342/?ref_=nm_flmg_dr_11,2018,(Short),David Lynch
What Did Jack Do?,https://www.imdb.com/title/tt11644096/?ref_=nm_flmg_dr_12,2017,(Short) (directed by),David Lynch
Twin Peaks,https://www.imdb.com/title/tt4093826/?ref_=nm_flmg_dr_13,2017,(TV Series) (18 episodes) - Part 18 () - Part 17 () - Part 16 () - Part 15 () - Part 14 () - Part 13 () - Part 12 () - Part 11 () - Part 10 () - Part 9 () - Part 8 () - Part 7 () - Part 6 () - Part 5 () - Part 3 () - Part 4 () - Part 2 () - Part 1 (),David Lynch
David Lynch's Comic-Con Message,https://www.imdb.com/title/tt7340202/?ref_=nm_flmg_dr_14,2017,(Video short),David Lynch
Ergo-Robots,https://www.imdb.com/title/tt28452683/?ref_=nm_flmg_dr_15,2015,(Video short),David Lynch
Twin Peaks: The Missing Pieces,https://www.imdb.com/title/tt5334704/?ref_=nm_flmg_dr_16,2014,,David Lynch
Duran Duran: Unstaged,https://www.imdb.com/title/tt2133214/?ref_=nm_flmg_dr_17,2014,(Video documentary),David Lynch
Nine Inch Nails: Came Back Haunted,https://www.imdb.com/title/tt6966734/?ref_=nm_flmg_dr_18,2013,(Music Video short),David Lynch
Idem Paris,https://www.imdb.com/title/tt2816036/?ref_=nm_flmg_dr_19,2013,(Video documentary short),David Lynch
Memory Film,https://www.imdb.com/title/tt13785424/?ref_=nm_flmg_dr_20,2012,(Short),David Lynch
David Lynch: Crazy Clown Time,https://www.imdb.com/title/tt2390235/?ref_=nm_flmg_dr_21,2012,(Music Video short),David Lynch
Interpol: I Touch a Red Button,https://www.imdb.com/title/tt2070696/?ref_=nm_flmg_dr_22,2011,(Music Video short),David Lynch
Viannale-Trailer 2011: The 3 Rs,https://www.imdb.com/title/tt2069975/?ref_=nm_flmg_dr_23,2011,(Short),David Lynch
David Lynch: I Have a Radio,https://www.imdb.com/title/tt12755542/?ref_=nm_flmg_dr_24,2011,(Music Video short) (uncredited),David Lynch
The 3 Rs,https://www.imdb.com/title/tt2061818/?ref_=nm_flmg_dr_25,2011,(Short),David Lynch
Ariana Delawari: Lion of Panjshir,https://www.imdb.com/title/tt2706508/?ref_=nm_flmg_dr_26,2010,(Music Video short),David Lynch
42 One Dream Rush,https://www.imdb.com/title/tt2073510/?ref_=nm_flmg_dr_27,2010,(Short),David Lynch
Dream #7,https://www.imdb.com/title/tt8263956/?ref_=nm_flmg_dr_28,2010,(Short),David Lynch
Lady Blue Shanghai,https://www.imdb.com/title/tt1712185/?ref_=nm_flmg_dr_29,2010,(Short),David Lynch
Lady Blue Shanghai Poem: 'It Holds the Love',https://www.imdb.com/title/tt30325965/?ref_=nm_flmg_dr_30,2010,(Video short),David Lynch
Moby: Shot in the Back of the Head,https://www.imdb.com/title/tt5483102/?ref_=nm_flmg_dr_31,2009,(Music Video short),David Lynch
Bug Crawls,https://www.imdb.com/title/tt4337908/?ref_=nm_flmg_dr_32,2008,(Short),David Lynch
Early Experiments,https://www.imdb.com/title/tt8021102/?ref_=nm_flmg_dr_33,2008,(Short),David Lynch
Hollyshorts Greeting,https://www.imdb.com/title/tt8021084/?ref_=nm_flmg_dr_34,2008,(Documentary short),David Lynch
Industrial Soundscape,https://www.imdb.com/title/tt4337928/?ref_=nm_flmg_dr_35,2008,(Short),David Lynch
Twin Peaks Festival Greeting,https://www.imdb.com/title/tt8021078/?ref_=nm_flmg_dr_36,2008,(Documentary short),David Lynch
Ballerina,https://www.imdb.com/title/tt8021786/?ref_=nm_flmg_dr_37,2007,(Short),David Lynch
Blue Green,https://www.imdb.com/title/tt3539476/?ref_=nm_flmg_dr_38,2007,(Video short),David Lynch
Gucci by Gucci,https://www.imdb.com/title/tt15618018/?ref_=nm_flmg_dr_39,2007,(Video short),David Lynch
Out Yonder,https://www.imdb.com/title/tt7140674/?ref_=nm_flmg_dr_40,2007,(Video short),David Lynch
David Lynch Cooks Quinoa,https://www.imdb.com/title/tt8021928/?ref_=nm_flmg_dr_41,2007,(Documentary short),David Lynch
More Things That Happened,https://www.imdb.com/title/tt1230552/?ref_=nm_flmg_dr_42,2007,(Video),David Lynch
Absurda,https://www.imdb.com/title/tt3367188/?ref_=nm_flmg_dr_43,2007,(Short),David Lynch
To Each His Own Cinema,https://www.imdb.com/title/tt0973844/?ref_=nm_flmg_dr_44,2007,"(segment ""Absurda"", special version)",David Lynch
Boat,https://www.imdb.com/title/tt0940502/?ref_=nm_flmg_dr_45,2007,(Video short),David Lynch
Dynamic:01: The Best of DavidLynch.com,https://www.imdb.com/title/tt1219057/?ref_=nm_flmg_dr_46,2007,(Video documentary),David Lynch
Working with Marilyn Manson,https://www.imdb.com/title/tt3379714/?ref_=nm_flmg_dr_47,2007,(Video documentary short),David Lynch
