title,uri,year,note,director_name,director_id,title_ids
Hell Hath No Fury Like a Woman Scorned,https://www.imdb.com/title/tt4175742/?ref_=nm_flmg_dr_32,2014,(Video),Tyler Perry,nm1347153,tt4175742
Madea's Neighbors from Hell,https://www.imdb.com/title/tt3685836/?ref_=nm_flmg_dr_33,2014,,Tyler Perry,nm1347153,tt3685836
The Single Moms Club,https://www.imdb.com/title/tt2465140/?ref_=nm_flmg_dr_34,2014,,Tyler Perry,nm1347153,tt2465140
A Madea Christmas,https://www.imdb.com/title/tt2609758/?ref_=nm_flmg_dr_35,2013,,Tyler Perry,nm1347153,tt2609758
The Haves and the Have Nots,https://www.imdb.com/title/tt3770662/?ref_=nm_flmg_dr_36,2013,(Video),Tyler Perry,nm1347153,tt3770662
Temptation: Confessions of a Marriage Counselor,https://www.imdb.com/title/tt2070862/?ref_=nm_flmg_dr_37,2013,,Tyler Perry,nm1347153,tt2070862
Madea Gets a Job,https://www.imdb.com/title/tt2670016/?ref_=nm_flmg_dr_38,2013,,Tyler Perry,nm1347153,tt2670016
I Don't Want to Do Wrong,https://www.imdb.com/title/tt2479348/?ref_=nm_flmg_dr_39,2012,(Video),Tyler Perry,nm1347153,tt2479348
Aunt Bam's Place,https://www.imdb.com/title/tt2209514/?ref_=nm_flmg_dr_40,2012,,Tyler Perry,nm1347153,tt2209514
Madea's Witness Protection,https://www.imdb.com/title/tt2215285/?ref_=nm_flmg_dr_41,2012,,Tyler Perry,nm1347153,tt2215285
Good Deeds,https://www.imdb.com/title/tt1885265/?ref_=nm_flmg_dr_42,2012,,Tyler Perry,nm1347153,tt1885265
A Madea Christmas,https://www.imdb.com/title/tt2041534/?ref_=nm_flmg_dr_43,2011,(Video),Tyler Perry,nm1347153,tt2041534
Laugh to Keep from Crying,https://www.imdb.com/title/tt2058001/?ref_=nm_flmg_dr_44,2011,(Video),Tyler Perry,nm1347153,tt2058001
Madea's Big Happy Family,https://www.imdb.com/title/tt1787759/?ref_=nm_flmg_dr_45,2011,,Tyler Perry,nm1347153,tt1787759
Madea's Big Happy Family,https://www.imdb.com/title/tt1647476/?ref_=nm_flmg_dr_46,2010,(Video),Tyler Perry,nm1347153,tt1647476
For Colored Girls,https://www.imdb.com/title/tt1405500/?ref_=nm_flmg_dr_47,2010,,Tyler Perry,nm1347153,tt1405500
Why Did I Get Married Too?,https://www.imdb.com/title/tt1391137/?ref_=nm_flmg_dr_48,2010,,Tyler Perry,nm1347153,tt1391137
Meet the Browns,https://www.imdb.com/title/tt1319598/?ref_=nm_flmg_dr_49,2009-2010,(TV Series) (17 episodes) - Meet Your Match (2010) - Meet the Matchmaker (2009) - Meet Career Day (2009) - Meet the Class (2009) - Meet Mommie Dearest (2009) - Meet the Profits (2009) - Meet the Parents (2009) - Meet the Future (2009) - Meet the Truth (2009) - Meet the Faithless and the Faithful (2009) - Meet the Dangerous and the Deadline (2009) - Meet the Babies (2009) - Meet My Maker (2009) - Meet My Family (2009) - Meet the Dependents and the Divas (2009) - Meet London and the Competition (2009) - Meet Brown Meadows (2009),Tyler Perry,nm1347153,tt1319598
I Can Do Bad All by Myself,https://www.imdb.com/title/tt1385912/?ref_=nm_flmg_dr_50,2009,,Tyler Perry,nm1347153,tt1385912
Madea Goes to Jail,https://www.imdb.com/title/tt1142800/?ref_=nm_flmg_dr_51,2009,,Tyler Perry,nm1347153,tt1142800
Tyler Perry's the Marriage Counserlor,https://www.imdb.com/title/tt25727372/?ref_=nm_flmg_dr_52,2009,(Video),Tyler Perry,nm1347153,tt25727372
The Family That Preys,https://www.imdb.com/title/tt1142798/?ref_=nm_flmg_dr_53,2008,,Tyler Perry,nm1347153,tt1142798
Meet the Browns,https://www.imdb.com/title/tt1047494/?ref_=nm_flmg_dr_54,2008,,Tyler Perry,nm1347153,tt1047494
What's Done in the Dark,https://www.imdb.com/title/tt1849213/?ref_=nm_flmg_dr_55,2008,(Video),Tyler Perry,nm1347153,tt1849213
Why Did I Get Married?,https://www.imdb.com/title/tt0906108/?ref_=nm_flmg_dr_56,2007,,Tyler Perry,nm1347153,tt0906108
Daddy's Little Girls,https://www.imdb.com/title/tt0778661/?ref_=nm_flmg_dr_57,2007,,Tyler Perry,nm1347153,tt0778661
Madea Goes to Jail,https://www.imdb.com/title/tt0839896/?ref_=nm_flmg_dr_58,2006,(Video),Tyler Perry,nm1347153,tt0839896
Why Did I Get Married?,https://www.imdb.com/title/tt0840040/?ref_=nm_flmg_dr_59,2006,(Video),Tyler Perry,nm1347153,tt0840040
Madea's Family Reunion,https://www.imdb.com/title/tt0455612/?ref_=nm_flmg_dr_60,2006,,Tyler Perry,nm1347153,tt0455612
Meet the Browns,https://www.imdb.com/title/tt0497938/?ref_=nm_flmg_dr_61,2004,(Video),Tyler Perry,nm1347153,tt0497938
Madea's Class Reunion,https://www.imdb.com/title/tt0427481/?ref_=nm_flmg_dr_62,2003,(Video),Tyler Perry,nm1347153,tt0427481
Diary of a Mad Black Woman,https://www.imdb.com/title/tt0481937/?ref_=nm_flmg_dr_63,2002,(Video),Tyler Perry,nm1347153,tt0481937
I Can Do Bad All by Myself,https://www.imdb.com/title/tt0483268/?ref_=nm_flmg_dr_64,2002,(Video),Tyler Perry,nm1347153,tt0483268
Madea's Family Reunion,https://www.imdb.com/title/tt0359639/?ref_=nm_flmg_dr_65,2002,(Video),Tyler Perry,nm1347153,tt0359639
Bambi,https://www.imdb.com/title/tt10298848/?ref_=nm_flmg_dr_1,2025,(announced),Sarah Polley,nm0001631,tt10298848
Women Talking,https://www.imdb.com/title/tt13669038/?ref_=nm_flmg_dr_2,2022,(directed by),Sarah Polley,nm0001631,tt13669038
Hey Lady!,https://www.imdb.com/title/tt10771654/?ref_=nm_flmg_dr_3,2020,(TV Series short) (8 episodes) - Episode #1.8 () - Episode #1.7 () - Episode #1.6 () - Episode #1.5 () - Episode #1.4 () - Episode #1.3 () - Episode #1.2 () - Episode #1.1 (),Sarah Polley,nm0001631,tt10771654
Stories We Tell,https://www.imdb.com/title/tt2366450/?ref_=nm_flmg_dr_4,2012,(Documentary),Sarah Polley,nm0001631,tt2366450
Take This Waltz,https://www.imdb.com/title/tt1592281/?ref_=nm_flmg_dr_5,2011,,Sarah Polley,nm0001631,tt1592281
Away from Her,https://www.imdb.com/title/tt0491747/?ref_=nm_flmg_dr_6,2006,,Sarah Polley,nm0001631,tt0491747
The Shields Stories,https://www.imdb.com/title/tt0397825/?ref_=nm_flmg_dr_7,2004,(TV Mini Series) (1 episode) - The Harp (),Sarah Polley,nm0001631,tt0397825
All I Want for Christmas,https://www.imdb.com/title/tt0312338/?ref_=nm_flmg_dr_8,2002,(Short),Sarah Polley,nm0001631,tt0312338
I Shout Love,https://www.imdb.com/title/tt0291257/?ref_=nm_flmg_dr_9,2001,(Short),Sarah Polley,nm0001631,tt0291257
The Best Day of My Life,https://www.imdb.com/title/tt0246459/?ref_=nm_flmg_dr_10,1999,(Short),Sarah Polley,nm0001631,tt0246459
Don't Think Twice,https://www.imdb.com/title/tt0211336/?ref_=nm_flmg_dr_11,1999,(Short),Sarah Polley,nm0001631,tt0211336
Children of Blood and Bone,https://www.imdb.com/title/tt6779038/?ref_=nm_flmg_dr_1,,(announced),Gina Prince,nm0697656,tt6779038
The Woman King,https://www.imdb.com/title/tt8093700/?ref_=nm_flmg_dr_2,2022,(directed by),Gina Prince,nm0697656,tt8093700
Women of the Movement,https://www.imdb.com/title/tt10774460/?ref_=nm_flmg_dr_3,2022,(TV Series) (1 episode) - Mother and Son (),Gina Prince,nm0697656,tt10774460
The Golden Girls: Reimagined,https://www.imdb.com/title/tt13070170/?ref_=nm_flmg_dr_4,2020,(Short),Gina Prince,nm0697656,tt13070170
The Old Guard,https://www.imdb.com/title/tt7556122/?ref_=nm_flmg_dr_5,2020,,Gina Prince,nm0697656,tt7556122
Cloak & Dagger,https://www.imdb.com/title/tt5614844/?ref_=nm_flmg_dr_6,2018,(TV Series) (1 episode) - First Light (),Gina Prince,nm0697656,tt5614844
Shots Fired,https://www.imdb.com/title/tt5093452/?ref_=nm_flmg_dr_7,2017,(TV Series) (2 episodes) - Hour Eight: Rock Bottom () - Hour One: Pilot (),Gina Prince,nm0697656,tt5093452
Great Performers: L.A. Noir,https://www.imdb.com/title/tt6777758/?ref_=nm_flmg_dr_8,2016,(Video short),Gina Prince,nm0697656,tt6777758
Beyond the Lights,https://www.imdb.com/title/tt3125324/?ref_=nm_flmg_dr_9,2014,,Gina Prince,nm0697656,tt3125324
The Secret Life of Bees,https://www.imdb.com/title/tt0416212/?ref_=nm_flmg_dr_10,2008,,Gina Prince,nm0697656,tt0416212
Reflections,https://www.imdb.com/title/tt0960833/?ref_=nm_flmg_dr_11,2007,(TV Short),Gina Prince,nm0697656,tt0960833
Everybody Hates Chris,https://www.imdb.com/title/tt0460637/?ref_=nm_flmg_dr_12,2005,(TV Series) (1 episode) - Everybody Hates the Laundromat (),Gina Prince,nm0697656,tt0460637
Girlfriends,https://www.imdb.com/title/tt0247102/?ref_=nm_flmg_dr_13,2005,(TV Series) (2 episodes) - Odds & Ends () - Fits & Starts (),Gina Prince,nm0697656,tt0247102
The Bernie Mac Show,https://www.imdb.com/title/tt0285341/?ref_=nm_flmg_dr_14,2003,(TV Series) (1 episode) - Magic Jordan (),Gina Prince,nm0697656,tt0285341
Disappearing Acts,https://www.imdb.com/title/tt0243220/?ref_=nm_flmg_dr_15,2000,(TV Movie),Gina Prince,nm0697656,tt0243220
Love & Basketball,https://www.imdb.com/title/tt0199725/?ref_=nm_flmg_dr_16,2000,,Gina Prince,nm0697656,tt0199725
Bowl of Pork,https://www.imdb.com/title/tt0118759/?ref_=nm_flmg_dr_17,1997,(Short) (as Gina Prince),Gina Prince,nm0697656,tt0118759
Damn Whitey,https://www.imdb.com/title/tt0118923/?ref_=nm_flmg_dr_18,1997,(Short) (as Gina Prince),Gina Prince,nm0697656,tt0118923
Progress,https://www.imdb.com/title/tt0119955/?ref_=nm_flmg_dr_19,1997,(Short) (as Gina Prince),Gina Prince,nm0697656,tt0119955
CBS Schoolbreak Special,https://www.imdb.com/title/tt0985040/?ref_=nm_flmg_dr_20,1995,(TV Series) (1 episode) - What About Your Friends () ... (as Gina Prince),Gina Prince,nm0697656,tt0985040
Stitches,https://www.imdb.com/title/tt0240936/?ref_=nm_flmg_dr_21,1991,(Short) (as Gina Prince),Gina Prince,nm0697656,tt0240936
World War 3,https://www.imdb.com/title/tt5504930/?ref_=nm_flmg_dr_1,,(announced),Sam Raimi,nm0000600,tt5504930
The Kingkiller Chronicle,https://www.imdb.com/title/tt6292018/?ref_=nm_flmg_dr_2,,(pre-production),Sam Raimi,nm0000600,tt6292018
Doctor Strange in the Multiverse of Madness,https://www.imdb.com/title/tt9419884/?ref_=nm_flmg_dr_3,2022,(directed by),Sam Raimi,nm0000600,tt9419884
50 States of Fright,https://www.imdb.com/title/tt9104072/?ref_=nm_flmg_dr_4,2020,(TV Series short) (3 episodes) - The Golden Arm (Michigan) - Part 3 () - The Golden Arm (Michigan) - Part 2 () - The Golden Arm (Michigan) - Part 1 (),Sam Raimi,nm0000600,tt9104072
The Black Ghiandola,https://www.imdb.com/title/tt6244528/?ref_=nm_flmg_dr_5,2017,(Short),Sam Raimi,nm0000600,tt6244528
Ash vs Evil Dead,https://www.imdb.com/title/tt4189022/?ref_=nm_flmg_dr_6,2015,(TV Series) (1 episode) - El Jefe (),Sam Raimi,nm0000600,tt4189022
Rake,https://www.imdb.com/title/tt2515462/?ref_=nm_flmg_dr_7,2014,(TV Series) (2 episodes) - Cannibal () - Serial Killer (),Sam Raimi,nm0000600,tt2515462
Oz the Great and Powerful,https://www.imdb.com/title/tt1623205/?ref_=nm_flmg_dr_8,2013,,Sam Raimi,nm0000600,tt1623205
Drag Me to Hell,https://www.imdb.com/title/tt1127180/?ref_=nm_flmg_dr_9,2009,,Sam Raimi,nm0000600,tt1127180
Spider-Man 3,https://www.imdb.com/title/tt0413300/?ref_=nm_flmg_dr_10,2007,,Sam Raimi,nm0000600,tt0413300
Spider-Man 2,https://www.imdb.com/title/tt0316654/?ref_=nm_flmg_dr_11,2004,,Sam Raimi,nm0000600,tt0316654
Spider-Man,https://www.imdb.com/title/tt0145487/?ref_=nm_flmg_dr_12,2002,(directed by),Sam Raimi,nm0000600,tt0145487
The Gift,https://www.imdb.com/title/tt0219699/?ref_=nm_flmg_dr_13,2000,,Sam Raimi,nm0000600,tt0219699
For Love of the Game,https://www.imdb.com/title/tt0126916/?ref_=nm_flmg_dr_14,1999,,Sam Raimi,nm0000600,tt0126916
A Simple Plan,https://www.imdb.com/title/tt0120324/?ref_=nm_flmg_dr_15,1998,,Sam Raimi,nm0000600,tt0120324
The Quick and the Dead,https://www.imdb.com/title/tt0114214/?ref_=nm_flmg_dr_16,1995,,Sam Raimi,nm0000600,tt0114214
Army of Darkness,https://www.imdb.com/title/tt0106308/?ref_=nm_flmg_dr_17,1992,,Sam Raimi,nm0000600,tt0106308
Darkman,https://www.imdb.com/title/tt0099365/?ref_=nm_flmg_dr_18,1990,,Sam Raimi,nm0000600,tt0099365
Royal Court of China: Half the Truth,https://www.imdb.com/title/tt11633360/?ref_=nm_flmg_dr_19,1989,(Short),Sam Raimi,nm0000600,tt11633360
Iggy Pop: Cold Metal,https://www.imdb.com/title/tt6137862/?ref_=nm_flmg_dr_20,1988,(Music Video),Sam Raimi,nm0000600,tt6137862
Evil Dead II,https://www.imdb.com/title/tt0092991/?ref_=nm_flmg_dr_21,1987,,Sam Raimi,nm0000600,tt0092991
Sam Raimi Early Shorts,https://www.imdb.com/title/tt1813593/?ref_=nm_flmg_dr_22,1985,(Video),Sam Raimi,nm0000600,tt1813593
The Sappy Sap,https://www.imdb.com/title/tt6619234/?ref_=nm_flmg_dr_23,1985,(Short),Sam Raimi,nm0000600,tt6619234
Crimewave,https://www.imdb.com/title/tt0088967/?ref_=nm_flmg_dr_24,1985,,Sam Raimi,nm0000600,tt0088967
The Evil Dead,https://www.imdb.com/title/tt0083907/?ref_=nm_flmg_dr_25,1981,,Sam Raimi,nm0000600,tt0083907
William Shakespeare: The Movie,https://www.imdb.com/title/tt6619132/?ref_=nm_flmg_dr_26,1979,(Short),Sam Raimi,nm0000600,tt6619132
Clockwork,https://www.imdb.com/title/tt0077344/?ref_=nm_flmg_dr_27,1978,(Short),Sam Raimi,nm0000600,tt0077344
Within the Woods,https://www.imdb.com/title/tt0078503/?ref_=nm_flmg_dr_28,1978,(Short),Sam Raimi,nm0000600,tt0078503
Civil War Part II,https://www.imdb.com/title/tt6619080/?ref_=nm_flmg_dr_29,1977,(Short),Sam Raimi,nm0000600,tt6619080
It's Murder!,https://www.imdb.com/title/tt0076216/?ref_=nm_flmg_dr_30,1977,,Sam Raimi,nm0000600,tt0076216
Picnic,https://www.imdb.com/title/tt6619020/?ref_=nm_flmg_dr_31,1977,(Short),Sam Raimi,nm0000600,tt6619020
Six Months to Live,https://www.imdb.com/title/tt6619050/?ref_=nm_flmg_dr_32,1977,(Short),Sam Raimi,nm0000600,tt6619050
The Happy Valley Kid,https://www.imdb.com/title/tt6619068/?ref_=nm_flmg_dr_33,1977,(Short),Sam Raimi,nm0000600,tt6619068
Attack of the Pillsbury Doughboy,https://www.imdb.com/title/tt6618958/?ref_=nm_flmg_dr_34,1976,(Short),Sam Raimi,nm0000600,tt6618958
Mystery No Mystery,https://www.imdb.com/title/tt6619002/?ref_=nm_flmg_dr_35,1976,(Short),Sam Raimi,nm0000600,tt6619002
"The James R. Hoffa Story, Part II",https://www.imdb.com/title/tt6618544/?ref_=nm_flmg_dr_36,1976,(Short),Sam Raimi,nm0000600,tt6618544
Uncivil War Birds,https://www.imdb.com/title/tt6618978/?ref_=nm_flmg_dr_37,1976,(Short),Sam Raimi,nm0000600,tt6618978
The Great Bogus Monkey Pignuts Swindle,https://www.imdb.com/title/tt6618498/?ref_=nm_flmg_dr_38,1975,(Short),Sam Raimi,nm0000600,tt6618498
Out West,https://www.imdb.com/title/tt5108018/?ref_=nm_flmg_dr_39,1972,(Short),Sam Raimi,nm0000600,tt5108018
Masters of the Air,https://www.imdb.com/title/tt2640044/?ref_=nm_flmg_dr_1,2024,(TV Mini Series) (2 episodes) - Part Eight () - Part Seven (),Dee Rees,nm2011696,tt2640044
Saint X,https://www.imdb.com/title/tt17372734/?ref_=nm_flmg_dr_2,2023,(TV Series) (1 episode) - A Lovely Nowhere (),Dee Rees,nm2011696,tt17372734
Upload,https://www.imdb.com/title/tt7826376/?ref_=nm_flmg_dr_3,2022,"(TV Series) (1 episode) - Welcome Back, Mr. Brown ()",Dee Rees,nm2011696,tt7826376
Space Force,https://www.imdb.com/title/tt9612516/?ref_=nm_flmg_dr_4,2020,(TV Series) (2 episodes) - The Spy () - Space Flag (),Dee Rees,nm2011696,tt9612516
The Last Thing He Wanted,https://www.imdb.com/title/tt7456312/?ref_=nm_flmg_dr_5,2020,,Dee Rees,nm2011696,tt7456312
Walmart: The Box,https://www.imdb.com/title/tt8093730/?ref_=nm_flmg_dr_6,2018/II,(Video short),Dee Rees,nm2011696,tt8093730
Electric Dreams,https://www.imdb.com/title/tt5711280/?ref_=nm_flmg_dr_7,2018,(TV Series) (1 episode) - Kill All Others (),Dee Rees,nm2011696,tt5711280
When We Rise,https://www.imdb.com/title/tt5292622/?ref_=nm_flmg_dr_8,2017,(TV Mini Series) (1 episode) - Parts II and III (),Dee Rees,nm2011696,tt5292622
Mudbound,https://www.imdb.com/title/tt2396589/?ref_=nm_flmg_dr_9,2017,,Dee Rees,nm2011696,tt2396589
Empire,https://www.imdb.com/title/tt3228904/?ref_=nm_flmg_dr_10,2015,(TV Series) (1 episode) - Without a Country (),Dee Rees,nm2011696,tt3228904
Bessie,https://www.imdb.com/title/tt3704352/?ref_=nm_flmg_dr_11,2015,(TV Movie),Dee Rees,nm2011696,tt3704352
Pariah,https://www.imdb.com/title/tt1233334/?ref_=nm_flmg_dr_12,2011/I,,Dee Rees,nm2011696,tt1233334
Colonial Gods,https://www.imdb.com/title/tt1655586/?ref_=nm_flmg_dr_13,2009,(Short),Dee Rees,nm2011696,tt1655586
Eventual Salvation,https://www.imdb.com/title/tt1029291/?ref_=nm_flmg_dr_14,2008,(Documentary),Dee Rees,nm2011696,tt1029291
Pariah,https://www.imdb.com/title/tt1031263/?ref_=nm_flmg_dr_15,2007,(Short),Dee Rees,nm2011696,tt1031263
Orange Bow,https://www.imdb.com/title/tt0477057/?ref_=nm_flmg_dr_16,2005,(Short),Dee Rees,nm2011696,tt0477057
Showing Up,https://www.imdb.com/title/tt13923216/?ref_=nm_flmg_dr_1,2022,(directed by),Kelly Reichardt,nm0716980,tt13923216
"Bronx, New York, November 2019",https://www.imdb.com/title/tt30766638/?ref_=nm_flmg_dr_2,2021,(Documentary short) (directed by),Kelly Reichardt,nm0716980,tt30766638
"Cal State Long Beach, CA, January 2020",https://www.imdb.com/title/tt30788374/?ref_=nm_flmg_dr_3,2021,(Documentary short) (directed by),Kelly Reichardt,nm0716980,tt30788374
Owl,https://www.imdb.com/title/tt12805568/?ref_=nm_flmg_dr_4,2019,(Short),Kelly Reichardt,nm0716980,tt12805568
First Cow,https://www.imdb.com/title/tt9231040/?ref_=nm_flmg_dr_5,2019,(directed by),Kelly Reichardt,nm0716980,tt9231040
Certain Women,https://www.imdb.com/title/tt4468634/?ref_=nm_flmg_dr_6,2016,(directed by),Kelly Reichardt,nm0716980,tt4468634
Night Moves,https://www.imdb.com/title/tt2043933/?ref_=nm_flmg_dr_7,2013,,Kelly Reichardt,nm0716980,tt2043933
Meek's Cutoff,https://www.imdb.com/title/tt1518812/?ref_=nm_flmg_dr_8,2010,(directed by),Kelly Reichardt,nm0716980,tt1518812
Then a Year,https://www.imdb.com/title/tt0320616/?ref_=nm_flmg_dr_9,2009,(Short),Kelly Reichardt,nm0716980,tt0320616
Travis,https://www.imdb.com/title/tt0979953/?ref_=nm_flmg_dr_10,2009,(Video short),Kelly Reichardt,nm0716980,tt0979953
Wendy and Lucy,https://www.imdb.com/title/tt1152850/?ref_=nm_flmg_dr_11,2008,,Kelly Reichardt,nm0716980,tt1152850
Old Joy,https://www.imdb.com/title/tt0468526/?ref_=nm_flmg_dr_12,2006,,Kelly Reichardt,nm0716980,tt0468526
Ode,https://www.imdb.com/title/tt0276370/?ref_=nm_flmg_dr_13,1999,,Kelly Reichardt,nm0716980,tt0276370
River of Grass,https://www.imdb.com/title/tt0110998/?ref_=nm_flmg_dr_14,1994,,Kelly Reichardt,nm0716980,tt0110998
Madden,https://www.imdb.com/title/tt24818230/?ref_=nm_flmg_dr_1,,(pre-production),David O. Russell,nm0751102,tt24818230
Super Toys,https://www.imdb.com/title/tt26685101/?ref_=nm_flmg_dr_2,,(pre-production),David O. Russell,nm0751102,tt26685101
Untitled Linda Ronstadt Biopic,https://www.imdb.com/title/tt30833589/?ref_=nm_flmg_dr_3,,(Documentary) (pre-production),David O. Russell,nm0751102,tt30833589
Amsterdam,https://www.imdb.com/title/tt10304142/?ref_=nm_flmg_dr_4,2022,,David O. Russell,nm0751102,tt10304142
Past Forward,https://www.imdb.com/title/tt6254730/?ref_=nm_flmg_dr_5,2016,(Short),David O. Russell,nm0751102,tt6254730
Joy,https://www.imdb.com/title/tt2446980/?ref_=nm_flmg_dr_6,2015/I,,David O. Russell,nm0751102,tt2446980
Accidental Love,https://www.imdb.com/title/tt1137470/?ref_=nm_flmg_dr_7,2015,(as Stephen Greene),David O. Russell,nm0751102,tt1137470
American Hustle,https://www.imdb.com/title/tt1800241/?ref_=nm_flmg_dr_8,2013,,David O. Russell,nm0751102,tt1800241
Silver Linings Playbook,https://www.imdb.com/title/tt1045658/?ref_=nm_flmg_dr_9,2012,,David O. Russell,nm0751102,tt1045658
The Fighter,https://www.imdb.com/title/tt0964517/?ref_=nm_flmg_dr_10,2010/I,,David O. Russell,nm0751102,tt0964517
Soldiers Pay,https://www.imdb.com/title/tt0423453/?ref_=nm_flmg_dr_11,2004,(Documentary short),David O. Russell,nm0751102,tt0423453
I Heart Huckabees,https://www.imdb.com/title/tt0356721/?ref_=nm_flmg_dr_12,2004,,David O. Russell,nm0751102,tt0356721
Three Kings,https://www.imdb.com/title/tt0120188/?ref_=nm_flmg_dr_13,1999,,David O. Russell,nm0751102,tt0120188
Flirting with Disaster,https://www.imdb.com/title/tt0116324/?ref_=nm_flmg_dr_14,1996,,David O. Russell,nm0751102,tt0116324
Spanking the Monkey,https://www.imdb.com/title/tt0111252/?ref_=nm_flmg_dr_15,1994,,David O. Russell,nm0751102,tt0111252
Hairway to the Stars,https://www.imdb.com/title/tt0238259/?ref_=nm_flmg_dr_16,1989,(Short),David O. Russell,nm0751102,tt0238259
Miss Scarlet,https://www.imdb.com/title/tt23802710/?ref_=nm_flmg_dr_1,2025,(TV Mini Series) (filming),Anthony Russo,nm0751577,tt23802710
The Electric State,https://www.imdb.com/title/tt7766378/?ref_=nm_flmg_dr_2,,(post-production),Anthony Russo,nm0751577,tt7766378
The Gray Man,https://www.imdb.com/title/tt1649418/?ref_=nm_flmg_dr_3,2022,(directed by),Anthony Russo,nm0751577,tt1649418
Cherry,https://www.imdb.com/title/tt9130508/?ref_=nm_flmg_dr_4,2021/I,(directed by),Anthony Russo,nm0751577,tt9130508
Avengers: Endgame,https://www.imdb.com/title/tt4154796/?ref_=nm_flmg_dr_5,2019,,Anthony Russo,nm0751577,tt4154796
Avengers: Infinity War,https://www.imdb.com/title/tt4154756/?ref_=nm_flmg_dr_6,2018,(directed by),Anthony Russo,nm0751577,tt4154756
Captain America: Civil War,https://www.imdb.com/title/tt3498820/?ref_=nm_flmg_dr_7,2016,,Anthony Russo,nm0751577,tt3498820
Coca-Cola: A Mini Marvel,https://www.imdb.com/title/tt6424102/?ref_=nm_flmg_dr_8,2016,(Video short),Anthony Russo,nm0751577,tt6424102
Captain America: The Winter Soldier,https://www.imdb.com/title/tt1843866/?ref_=nm_flmg_dr_9,2014,,Anthony Russo,nm0751577,tt1843866
Animal Practice,https://www.imdb.com/title/tt2246569/?ref_=nm_flmg_dr_10,2012,(TV Series) (2 episodes) - Clean-Smelling Pirate () - Pilot (),Anthony Russo,nm0751577,tt2246569
The Council of Dads,https://www.imdb.com/title/tt1826639/?ref_=nm_flmg_dr_11,2011,(TV Movie),Anthony Russo,nm0751577,tt1826639
Community,https://www.imdb.com/title/tt1439629/?ref_=nm_flmg_dr_12,2009-2011,(TV Series) (14 episodes) - Foosball and Nocturnal Vigilantism (2011) - Competitive Ecology (2011) - Biology 101 (2011) - Custody Law and Eastern European Diplomacy (2011) - Asian Population Studies (2011) - Basic Rocket Science (2010) - The Psychology of Letting Go (2010) - Beginner Pottery (2010) - Physical Education (2010) - Politics of Human Sexuality (2009) - Home Economics (2009) - Social Psychology (2009) - Introduction to Film (2009) - Pilot (2009),Anthony Russo,nm0751577,tt1439629
Happy Endings,https://www.imdb.com/title/tt1587678/?ref_=nm_flmg_dr_13,2011,"(TV Series) (4 episodes) - Secrets and Limos () - Blax, Snake, Home () - Barefoot Pedaler () - Pilot ()",Anthony Russo,nm0751577,tt1587678
Running Wilde,https://www.imdb.com/title/tt1615926/?ref_=nm_flmg_dr_14,2010,(TV Series) (1 episode) - Pilot (),Anthony Russo,nm0751577,tt1615926
Courtroom K,https://www.imdb.com/title/tt1219041/?ref_=nm_flmg_dr_15,2008,(TV Movie),Anthony Russo,nm0751577,tt1219041
Carpoolers,https://www.imdb.com/title/tt0928410/?ref_=nm_flmg_dr_16,2007-2008,(TV Series) (3 episodes) - The Recital (2008) - The Code (2007) - The Toaster (2007),Anthony Russo,nm0751577,tt0928410
Carfuckers,https://www.imdb.com/title/tt1458904/?ref_=nm_flmg_dr_17,2008,(Short),Anthony Russo,nm0751577,tt1458904
"You, Me and Dupree: Alternate Ending",https://www.imdb.com/title/tt27562938/?ref_=nm_flmg_dr_18,2006,(Video short),Anthony Russo,nm0751577,tt27562938
"You, Me and Dupree: Deleted Scenes",https://www.imdb.com/title/tt27562929/?ref_=nm_flmg_dr_19,2006,(Video short),Anthony Russo,nm0751577,tt27562929
"You, Me and Dupree",https://www.imdb.com/title/tt0463034/?ref_=nm_flmg_dr_20,2006,,Anthony Russo,nm0751577,tt0463034
What About Brian,https://www.imdb.com/title/tt0460693/?ref_=nm_flmg_dr_21,2006,(TV Series) (2 episodes) - Pilot () - Unaired Pilot,Anthony Russo,nm0751577,tt0460693
Arrested Development,https://www.imdb.com/title/tt0367279/?ref_=nm_flmg_dr_22,2003-2005,(TV Series) (5 episodes) - Spring Breakout (2005) - The Immaculate Election (2005) - Key Decisions (2003) - Top Banana (2003) - Pilot (2003),Anthony Russo,nm0751577,tt0367279
LAX,https://www.imdb.com/title/tt0411003/?ref_=nm_flmg_dr_23,2004-2005,(TV Series) (4 episodes) - Mixed Signals (2005) - The Pictures to Prove It (2004) - The Longest Morning (2004) - Pilot (2004),Anthony Russo,nm0751577,tt0411003
Lucky,https://www.imdb.com/title/tt0312271/?ref_=nm_flmg_dr_24,2003,(TV Series) (2 episodes) - Up the Steaks () - Pilot (),Anthony Russo,nm0751577,tt0312271
Welcome to Collinwood,https://www.imdb.com/title/tt0271259/?ref_=nm_flmg_dr_25,2002,,Anthony Russo,nm0751577,tt0271259
The Kiss,https://www.imdb.com/title/tt0275458/?ref_=nm_flmg_dr_26,2001,(Short),Anthony Russo,nm0751577,tt0275458
Pieces,https://www.imdb.com/title/tt0163151/?ref_=nm_flmg_dr_27,1997/I,,Anthony Russo,nm0751577,tt0163151
A Life of Jesus,https://www.imdb.com/title/tt31066312/?ref_=nm_flmg_dr_1,,(pre-production),Martin Scorsese,nm0000217,tt31066312
