Title,Title_URI,Role,Name,Link,Credit,title_id
"10,000 BC (2008)",https://www.imdb.com/title/tt0443649/fullcredits/,Cinematography by,Ueli Steiger,https://www.imdb.com/name/nm0825336/?ref_=ttfc_fc_cr,director of photography,tt0443649
"10,000 BC (2008)",https://www.imdb.com/title/tt0443649/fullcredits/,Production Design by,Jean-Vincent Puzos,https://www.imdb.com/name/nm0701378/?ref_=ttfc_fc_cr,,tt0443649
"10,000 BC (2008)",https://www.imdb.com/title/tt0443649/fullcredits/,Casting By,Lissy Holm,https://www.imdb.com/name/nm2154115/?ref_=ttfc_fc_cr,(casting by),tt0443649
"10,000 BC (2008)",https://www.imdb.com/title/tt0443649/fullcredits/,Music by,Thomas Wanker,https://www.imdb.com/name/nm0911173/?ref_=ttfc_fc_cr,(as Thomas Wander) (music by),tt0443649
"10,000 BC (2008)",https://www.imdb.com/title/tt0443649/fullcredits/,Casting By,Mali Finn,https://www.imdb.com/name/nm0278139/?ref_=ttfc_fc_cr,(casting by),tt0443649
"10,000 BC (2008)",https://www.imdb.com/title/tt0443649/fullcredits/,Casting By,Leo Davis,https://www.imdb.com/name/nm0205023/?ref_=ttfc_fc_cr,(casting by),tt0443649
"10,000 BC (2008)",https://www.imdb.com/title/tt0443649/fullcredits/,Directed by,Roland Emmerich,https://www.imdb.com/name/nm0000386/?ref_=ttfc_fc_dr1,,tt0443649
"10,000 BC (2008)",https://www.imdb.com/title/tt0443649/fullcredits/,Writing Credits,Roland Emmerich,https://www.imdb.com/name/nm0000386/?ref_=ttfc_fc_wr1,(written by) &,tt0443649
"10,000 BC (2008)",https://www.imdb.com/title/tt0443649/fullcredits/,Costume Design by,Renée April,https://www.imdb.com/name/nm0032513/?ref_=ttfc_fc_cr,(as Renee April),tt0443649
"10,000 BC (2008)",https://www.imdb.com/title/tt0443649/fullcredits/,Sound Department,Chris Burdon,https://www.imdb.com/name/nm0121006/?ref_=ttfc_fc_cr,re-recording mixer,tt0443649
"10,000 BC (2008)",https://www.imdb.com/title/tt0443649/fullcredits/,Sound Department,Simon Gershon,https://www.imdb.com/name/nm0314852/?ref_=ttfc_fc_cr,supervising sound editor,tt0443649
"10,000 BC (2008)",https://www.imdb.com/title/tt0443649/fullcredits/,Sound Department,Jeremy Price,https://www.imdb.com/name/nm1038690/?ref_=ttfc_fc_cr,supervising sound editor,tt0443649
"10,000 BC (2008)",https://www.imdb.com/title/tt0443649/fullcredits/,Special Effects by,Dominic Tuohy,https://www.imdb.com/name/nm0876716/?ref_=ttfc_fc_cr,special effects supervisor,tt0443649
"10,000 BC (2008)",https://www.imdb.com/title/tt0443649/fullcredits/,Visual Effects by,Huseyin Caner,https://www.imdb.com/name/nm3698810/?ref_=ttfc_fc_cr,visual effects supervisor,tt0443649
"10,000 BC (2008)",https://www.imdb.com/title/tt0443649/fullcredits/,Visual Effects by,Jim Mitchell,https://www.imdb.com/name/nm0593437/?ref_=ttfc_fc_cr,visual effects supervisor,tt0443649
"10,000 BC (2008)",https://www.imdb.com/title/tt0443649/fullcredits/,Writing Credits,Harald Kloser,https://www.imdb.com/name/nm0460057/?ref_=ttfc_fc_wr2,(written by),tt0443649
"10,000 BC (2008)",https://www.imdb.com/title/tt0443649/fullcredits/,Music by,Harald Kloser,https://www.imdb.com/name/nm0460057/?ref_=ttfc_fc_cr,(music by),tt0443649
"10,000 BC (2008)",https://www.imdb.com/title/tt0443649/fullcredits/,Sound Department,Doug Cooper,https://www.imdb.com/name/nm1537681/?ref_=ttfc_fc_cr,re-recording mixer,tt0443649
"10,000 BC (2008)",https://www.imdb.com/title/tt0443649/fullcredits/,Costume Design by,Odile Dicks-Mireaux,https://www.imdb.com/name/nm0225606/?ref_=ttfc_fc_cr,,tt0443649
13 Hours (2016),https://www.imdb.com/title/tt4172430/fullcredits/,Production Design by,Jeffrey Beecroft,https://www.imdb.com/name/nm0066360/?ref_=ttfc_fc_cr,,tt4172430
13 Hours (2016),https://www.imdb.com/title/tt4172430/fullcredits/,Writing Credits,Chuck Hogan,https://www.imdb.com/name/nm2353561/?ref_=ttfc_fc_wr1,(screenplay),tt4172430
13 Hours (2016),https://www.imdb.com/title/tt4172430/fullcredits/,Writing Credits,Mitchell Zuckoff,https://www.imdb.com/name/nm4021083/?ref_=ttfc_fc_wr2,(book),tt4172430
13 Hours (2016),https://www.imdb.com/title/tt4172430/fullcredits/,Cinematography by,Dion Beebe,https://www.imdb.com/name/nm0066244/?ref_=ttfc_fc_cr,director of photography,tt4172430
13 Hours (2016),https://www.imdb.com/title/tt4172430/fullcredits/,Casting By,Denise Chamian,https://www.imdb.com/name/nm0150522/?ref_=ttfc_fc_cr,,tt4172430
13 Hours (2016),https://www.imdb.com/title/tt4172430/fullcredits/,Casting By,Edward Said,https://www.imdb.com/name/nm2778071/?ref_=ttfc_fc_cr,(casting by: Malta),tt4172430
13 Hours (2016),https://www.imdb.com/title/tt4172430/fullcredits/,Costume Design by,Deborah L. Scott,https://www.imdb.com/name/nm0779045/?ref_=ttfc_fc_cr,(as Deborah Lynn Scott),tt4172430
13 Hours (2016),https://www.imdb.com/title/tt4172430/fullcredits/,Produced by,Michael Bay,https://www.imdb.com/name/nm0000881/?ref_=ttfc_fc_cr,producer,tt4172430
13 Hours (2016),https://www.imdb.com/title/tt4172430/fullcredits/,Special Effects by,Terry Glass,https://www.imdb.com/name/nm0322012/?ref_=ttfc_fc_cr,special effects supervisor,tt4172430
13 Hours (2016),https://www.imdb.com/title/tt4172430/fullcredits/,Directed by,Michael Bay,https://www.imdb.com/name/nm0000881/?ref_=ttfc_fc_dr1,,tt4172430
13 Hours (2016),https://www.imdb.com/title/tt4172430/fullcredits/,Music by,Lorne Balfe,https://www.imdb.com/name/nm1154632/?ref_=ttfc_fc_cr,,tt4172430
13 Hours (2016),https://www.imdb.com/title/tt4172430/fullcredits/,Produced by,Erwin Stoff,https://www.imdb.com/name/nm0831098/?ref_=ttfc_fc_cr,producer,tt4172430
13th (2016),https://www.imdb.com/title/tt5895028/fullcredits/,Cinematography by,Hans Charles,https://www.imdb.com/name/nm2648344/?ref_=ttfc_fc_cr,director of photography,tt5895028
13th (2016),https://www.imdb.com/title/tt5895028/fullcredits/,Cinematography by,Kira Kelly,https://www.imdb.com/name/nm0446579/?ref_=ttfc_fc_cr,director of photography,tt5895028
13th (2016),https://www.imdb.com/title/tt5895028/fullcredits/,Produced by,Spencer Averick,https://www.imdb.com/name/nm2589786/?ref_=ttfc_fc_cr,producer,tt5895028
13th (2016),https://www.imdb.com/title/tt5895028/fullcredits/,Sound Department,Noyan Cosarer,https://www.imdb.com/name/nm4667807/?ref_=ttfc_fc_cr,re-recording mixer,tt5895028
13th (2016),https://www.imdb.com/title/tt5895028/fullcredits/,Sound Department,Jeffrey Perkins,https://www.imdb.com/name/nm0673964/?ref_=ttfc_fc_cr,re-recording mixer,tt5895028
13th (2016),https://www.imdb.com/title/tt5895028/fullcredits/,Sound Department,Tim Boggs,https://www.imdb.com/name/nm0091787/?ref_=ttfc_fc_cr,supervising sound editor,tt5895028
13th (2016),https://www.imdb.com/title/tt5895028/fullcredits/,Music by,Jason Moran,https://www.imdb.com/name/nm1390780/?ref_=ttfc_fc_cr,(music by),tt5895028
13th (2016),https://www.imdb.com/title/tt5895028/fullcredits/,Writing Credits,Ava DuVernay,https://www.imdb.com/name/nm1148550/?ref_=ttfc_fc_wr2,(written by),tt5895028
13th (2016),https://www.imdb.com/title/tt5895028/fullcredits/,Writing Credits,Spencer Averick,https://www.imdb.com/name/nm2589786/?ref_=ttfc_fc_wr1,(written by),tt5895028
13th (2016),https://www.imdb.com/title/tt5895028/fullcredits/,Directed by,Ava DuVernay,https://www.imdb.com/name/nm1148550/?ref_=ttfc_fc_dr1,,tt5895028
1492: Conquest of Paradise (1992),https://www.imdb.com/title/tt0103594/fullcredits/,Production Design by,Norris Spencer,https://www.imdb.com/name/nm0818053/?ref_=ttfc_fc_cr,,tt0103594
1492: Conquest of Paradise (1992),https://www.imdb.com/title/tt0103594/fullcredits/,Cinematography by,Adrian Biddle,https://www.imdb.com/name/nm0000939/?ref_=ttfc_fc_cr,,tt0103594
1492: Conquest of Paradise (1992),https://www.imdb.com/title/tt0103594/fullcredits/,Casting By,Louis DiGiaimo,https://www.imdb.com/name/nm0226544/?ref_=ttfc_fc_cr,,tt0103594
1492: Conquest of Paradise (1992),https://www.imdb.com/title/tt0103594/fullcredits/,Casting By,Dan Parada,https://www.imdb.com/name/nm0660805/?ref_=ttfc_fc_cr,,tt0103594
1492: Conquest of Paradise (1992),https://www.imdb.com/title/tt0103594/fullcredits/,Visual Effects by,Kent Houston,https://www.imdb.com/name/nm0396854/?ref_=ttfc_fc_cr,visual effects supervisor,tt0103594
1492: Conquest of Paradise (1992),https://www.imdb.com/title/tt0103594/fullcredits/,Sound Department,Jim Shields,https://www.imdb.com/name/nm0793203/?ref_=ttfc_fc_cr,supervising sound editor,tt0103594
1492: Conquest of Paradise (1992),https://www.imdb.com/title/tt0103594/fullcredits/,Music by,Vangelis,https://www.imdb.com/name/nm0006331/?ref_=ttfc_fc_cr,,tt0103594
1492: Conquest of Paradise (1992),https://www.imdb.com/title/tt0103594/fullcredits/,Costume Design by,Barbara Rutter,https://www.imdb.com/name/nm0752148/?ref_=ttfc_fc_cr,,tt0103594
1492: Conquest of Paradise (1992),https://www.imdb.com/title/tt0103594/fullcredits/,Costume Design by,Charles Knode,https://www.imdb.com/name/nm0461262/?ref_=ttfc_fc_cr,,tt0103594
1492: Conquest of Paradise (1992),https://www.imdb.com/title/tt0103594/fullcredits/,Directed by,Ridley Scott,https://www.imdb.com/name/nm0000631/?ref_=ttfc_fc_dr1,,tt0103594
1492: Conquest of Paradise (1992),https://www.imdb.com/title/tt0103594/fullcredits/,Writing Credits,Rose Bosch,https://www.imdb.com/name/nm0097785/?ref_=ttfc_fc_wr1,(scenario) (as Roselyne Bosch),tt0103594
1492: Conquest of Paradise (1992),https://www.imdb.com/title/tt0103594/fullcredits/,Produced by,Alain Goldman,https://www.imdb.com/name/nm0004347/?ref_=ttfc_fc_cr,producer,tt0103594
1492: Conquest of Paradise (1992),https://www.imdb.com/title/tt0103594/fullcredits/,Produced by,Ridley Scott,https://www.imdb.com/name/nm0000631/?ref_=ttfc_fc_cr,producer,tt0103594
2 Friends (TV Movie 1986),https://www.imdb.com/title/tt0092123/fullcredits/,Cinematography by,Julian Penney,https://www.imdb.com/name/nm0672132/?ref_=ttfc_fc_cr,,tt0092123
2 Friends (TV Movie 1986),https://www.imdb.com/title/tt0092123/fullcredits/,Directed by,Jane Campion,https://www.imdb.com/name/nm0001005/?ref_=ttfc_fc_dr1,,tt0092123
2 Friends (TV Movie 1986),https://www.imdb.com/title/tt0092123/fullcredits/,Costume Design by,Janet Patterson,https://www.imdb.com/name/nm0666253/?ref_=ttfc_fc_cr,,tt0092123
2 Friends (TV Movie 1986),https://www.imdb.com/title/tt0092123/fullcredits/,Produced by,Jan Chapman,https://www.imdb.com/name/nm0152396/?ref_=ttfc_fc_cr,producer,tt0092123
2 Friends (TV Movie 1986),https://www.imdb.com/title/tt0092123/fullcredits/,Writing Credits,Helen Garner,https://www.imdb.com/name/nm0307712/?ref_=ttfc_fc_wr1,(written by),tt0092123
2 Friends (TV Movie 1986),https://www.imdb.com/title/tt0092123/fullcredits/,Production Design by,Janet Patterson,https://www.imdb.com/name/nm0666253/?ref_=ttfc_fc_cr,,tt0092123
2 Friends (TV Movie 1986),https://www.imdb.com/title/tt0092123/fullcredits/,Music by,Martin Armiger,https://www.imdb.com/name/nm0035469/?ref_=ttfc_fc_cr,(music),tt0092123
2004 MTV Movie Awards (2004),https://www.imdb.com/title/tt0415469/fullcredits/,Cinematography by,Clyde W. Smith,https://www.imdb.com/name/nm0807752/?ref_=ttfc_fc_cr,,tt0415469
2004 MTV Movie Awards (2004),https://www.imdb.com/title/tt0415469/fullcredits/,Costume Design by,Aubrey Binzer,https://www.imdb.com/name/nm3740850/?ref_=ttfc_fc_cr,(Anchorman Segments),tt0415469
2004 MTV Movie Awards (2004),https://www.imdb.com/title/tt0415469/fullcredits/,Sound Department,Brian Riordan,https://www.imdb.com/name/nm1211987/?ref_=ttfc_fc_cr,re-recording mixer,tt0415469
2004 MTV Movie Awards (2004),https://www.imdb.com/title/tt0415469/fullcredits/,Cinematography by,Andrew Rakow,https://www.imdb.com/name/nm1986853/?ref_=ttfc_fc_cr,,tt0415469
2004 MTV Movie Awards (2004),https://www.imdb.com/title/tt0415469/fullcredits/,Visual Effects by,Pat Wakefield,https://www.imdb.com/name/nm1417350/?ref_=ttfc_fc_cr,visual effects supervisor,tt0415469
2004 MTV Movie Awards (2004),https://www.imdb.com/title/tt0415469/fullcredits/,Costume Design by,Paula Elins,https://www.imdb.com/name/nm0254174/?ref_=ttfc_fc_cr,,tt0415469
2004 MTV Movie Awards (2004),https://www.imdb.com/title/tt0415469/fullcredits/,Costume Design by,Denise Marsh,https://www.imdb.com/name/nm1564741/?ref_=ttfc_fc_cr,,tt0415469
2004 MTV Movie Awards (2004),https://www.imdb.com/title/tt0415469/fullcredits/,Makeup Department,Michelle Vittone,https://www.imdb.com/name/nm0900148/?ref_=ttfc_fc_cr,makeup department head,tt0415469
2004 MTV Movie Awards (2004),https://www.imdb.com/title/tt0415469/fullcredits/,Produced by,Michael Dempsey,https://www.imdb.com/name/nm0218752/?ref_=ttfc_fc_cr,producer,tt0415469
2004 MTV Movie Awards (2004),https://www.imdb.com/title/tt0415469/fullcredits/,Writing Credits,Jorma Taccone,https://www.imdb.com/name/nm1672246/?ref_=ttfc_fc_wr10,,tt0415469
2004 MTV Movie Awards (2004),https://www.imdb.com/title/tt0415469/fullcredits/,Writing Credits,Judah Miller,https://www.imdb.com/name/nm1105890/?ref_=ttfc_fc_wr5,,tt0415469
2004 MTV Movie Awards (2004),https://www.imdb.com/title/tt0415469/fullcredits/,Writing Credits,Andy Samberg,https://www.imdb.com/name/nm1676221/?ref_=ttfc_fc_wr8,,tt0415469
2004 MTV Movie Awards (2004),https://www.imdb.com/title/tt0415469/fullcredits/,Writing Credits,Joe Kelly,https://www.imdb.com/name/nm1918708/?ref_=ttfc_fc_wr3,(consulting writer),tt0415469
2004 MTV Movie Awards (2004),https://www.imdb.com/title/tt0415469/fullcredits/,Writing Credits,Jonathan Green,https://www.imdb.com/name/nm0338009/?ref_=ttfc_fc_wr2,,tt0415469
2004 MTV Movie Awards (2004),https://www.imdb.com/title/tt0415469/fullcredits/,Writing Credits,Mike Bender,https://www.imdb.com/name/nm0070500/?ref_=ttfc_fc_wr1,,tt0415469
2004 MTV Movie Awards (2004),https://www.imdb.com/title/tt0415469/fullcredits/,Directed by,Adam McKay,https://www.imdb.com/name/nm0570912/?ref_=ttfc_fc_dr3,"(segment ""Anchorman"")",tt0415469
2004 MTV Movie Awards (2004),https://www.imdb.com/title/tt0415469/fullcredits/,Writing Credits,Akiva Schaffer,https://www.imdb.com/name/nm1676223/?ref_=ttfc_fc_wr9,,tt0415469
2004 MTV Movie Awards (2004),https://www.imdb.com/title/tt0415469/fullcredits/,Directed by,Joel Gallen,https://www.imdb.com/name/nm0302778/?ref_=ttfc_fc_dr2,(segment director),tt0415469
2004 MTV Movie Awards (2004),https://www.imdb.com/title/tt0415469/fullcredits/,Writing Credits,Gabe Miller,https://www.imdb.com/name/nm0588362/?ref_=ttfc_fc_wr4,,tt0415469
2004 MTV Movie Awards (2004),https://www.imdb.com/title/tt0415469/fullcredits/,Directed by,Joe DeMaio,https://www.imdb.com/name/nm0218039/?ref_=ttfc_fc_dr1,,tt0415469
2004 MTV Movie Awards (2004),https://www.imdb.com/title/tt0415469/fullcredits/,Writing Credits,Murray Miller,https://www.imdb.com/name/nm1104505/?ref_=ttfc_fc_wr6,,tt0415469
2004 MTV Movie Awards (2004),https://www.imdb.com/title/tt0415469/fullcredits/,Writing Credits,Eli Roth,https://www.imdb.com/name/nm0744834/?ref_=ttfc_fc_wr7,(animation sequences),tt0415469
2012 (2009),https://www.imdb.com/title/tt1190080/fullcredits/,Cinematography by,Dean Semler,https://www.imdb.com/name/nm0005871/?ref_=ttfc_fc_cr,director of photography,tt1190080
2012 (2009),https://www.imdb.com/title/tt1190080/fullcredits/,Writing Credits,Roland Emmerich,https://www.imdb.com/name/nm0000386/?ref_=ttfc_fc_wr1,(written by) &,tt1190080
2012 (2009),https://www.imdb.com/title/tt1190080/fullcredits/,Makeup Department,Thomas Nellen,https://www.imdb.com/name/nm0625049/?ref_=ttfc_fc_cr,makeup department head,tt1190080
2012 (2009),https://www.imdb.com/title/tt1190080/fullcredits/,Makeup Department,Connie Parker,https://www.imdb.com/name/nm0662159/?ref_=ttfc_fc_cr,makeup department head,tt1190080
2012 (2009),https://www.imdb.com/title/tt1190080/fullcredits/,Writing Credits,Harald Kloser,https://www.imdb.com/name/nm0460057/?ref_=ttfc_fc_wr2,(written by),tt1190080
2012 (2009),https://www.imdb.com/title/tt1190080/fullcredits/,Costume Design by,Shay Cunliffe,https://www.imdb.com/name/nm0192200/?ref_=ttfc_fc_cr,,tt1190080
2012 (2009),https://www.imdb.com/title/tt1190080/fullcredits/,Casting By,April Webster,https://www.imdb.com/name/nm0916825/?ref_=ttfc_fc_cr,(casting by),tt1190080
2012 (2009),https://www.imdb.com/title/tt1190080/fullcredits/,Music by,Thomas Wanker,https://www.imdb.com/name/nm0911173/?ref_=ttfc_fc_cr,(as Thomas Wander) (music by),tt1190080
2012 (2009),https://www.imdb.com/title/tt1190080/fullcredits/,Visual Effects by,Greg Strause,https://www.imdb.com/name/nm0833780/?ref_=ttfc_fc_cr,visual effects supervisor,tt1190080
2012 (2009),https://www.imdb.com/title/tt1190080/fullcredits/,Casting By,Judy Lee,https://www.imdb.com/name/nm2253769/?ref_=ttfc_fc_cr,,tt1190080
2012 (2009),https://www.imdb.com/title/tt1190080/fullcredits/,Visual Effects by,Colin Strause,https://www.imdb.com/name/nm0833779/?ref_=ttfc_fc_cr,visual effects supervisor,tt1190080
2012 (2009),https://www.imdb.com/title/tt1190080/fullcredits/,Visual Effects by,Ian Hunter,https://www.imdb.com/name/nm0402843/?ref_=ttfc_fc_cr,visual effects supervisor,tt1190080
2012 (2009),https://www.imdb.com/title/tt1190080/fullcredits/,Casting By,Scott David,https://www.imdb.com/name/nm0203064/?ref_=ttfc_fc_cr,,tt1190080
2012 (2009),https://www.imdb.com/title/tt1190080/fullcredits/,Special Effects by,Mike Vézina,https://www.imdb.com/name/nm0905011/?ref_=ttfc_fc_cr,special effects supervisor,tt1190080
2012 (2009),https://www.imdb.com/title/tt1190080/fullcredits/,Casting By,Susan Taylor Brouse,https://www.imdb.com/name/nm0112756/?ref_=ttfc_fc_cr,,tt1190080
2012 (2009),https://www.imdb.com/title/tt1190080/fullcredits/,Sound Department,Jeffrey J. Haboush,https://www.imdb.com/name/nm0352300/?ref_=ttfc_fc_cr,re-recording mixer,tt1190080
2012 (2009),https://www.imdb.com/title/tt1190080/fullcredits/,Sound Department,Michael Keller,https://www.imdb.com/name/nm0445728/?ref_=ttfc_fc_cr,re-recording mixer,tt1190080
2012 (2009),https://www.imdb.com/title/tt1190080/fullcredits/,Sound Department,Rick Kline,https://www.imdb.com/name/nm0459662/?ref_=ttfc_fc_cr,re-recording mixer,tt1190080
2012 (2009),https://www.imdb.com/title/tt1190080/fullcredits/,Production Design by,Barry Chusid,https://www.imdb.com/name/nm0161530/?ref_=ttfc_fc_cr,,tt1190080
2012 (2009),https://www.imdb.com/title/tt1190080/fullcredits/,Directed by,Roland Emmerich,https://www.imdb.com/name/nm0000386/?ref_=ttfc_fc_dr1,,tt1190080
2012 (2009),https://www.imdb.com/title/tt1190080/fullcredits/,Music by,Harald Kloser,https://www.imdb.com/name/nm0460057/?ref_=ttfc_fc_cr,(music by),tt1190080
20th Century Women (2016),https://www.imdb.com/title/tt4385888/fullcredits/,Costume Design by,Jennifer Johnson,https://www.imdb.com/name/nm1722052/?ref_=ttfc_fc_cr,,tt4385888
20th Century Women (2016),https://www.imdb.com/title/tt4385888/fullcredits/,Writing Credits,Mike Mills,https://www.imdb.com/name/nm0590122/?ref_=ttfc_fc_wr1,(written by),tt4385888
20th Century Women (2016),https://www.imdb.com/title/tt4385888/fullcredits/,Music by,Roger Neill,https://www.imdb.com/name/nm0002685/?ref_=ttfc_fc_cr,(music by),tt4385888
20th Century Women (2016),https://www.imdb.com/title/tt4385888/fullcredits/,Cinematography by,Sean Porter,https://www.imdb.com/name/nm1831620/?ref_=ttfc_fc_cr,director of photography,tt4385888
20th Century Women (2016),https://www.imdb.com/title/tt4385888/fullcredits/,Sound Department,Rick Ash,https://www.imdb.com/name/nm0038658/?ref_=ttfc_fc_cr,re-recording mixer,tt4385888
20th Century Women (2016),https://www.imdb.com/title/tt4385888/fullcredits/,Directed by,Mike Mills,https://www.imdb.com/name/nm0590122/?ref_=ttfc_fc_dr1,(directed by),tt4385888
20th Century Women (2016),https://www.imdb.com/title/tt4385888/fullcredits/,Makeup Department,Jorjee Douglass,https://www.imdb.com/name/nm0235129/?ref_=ttfc_fc_cr,makeup department head,tt4385888
20th Century Women (2016),https://www.imdb.com/title/tt4385888/fullcredits/,Production Design by,Chris Jones,https://www.imdb.com/name/nm1134990/?ref_=ttfc_fc_cr,,tt4385888
20th Century Women (2016),https://www.imdb.com/title/tt4385888/fullcredits/,Casting By,Laura Rosenthal,https://www.imdb.com/name/nm0742788/?ref_=ttfc_fc_cr,,tt4385888
20th Century Women (2016),https://www.imdb.com/title/tt4385888/fullcredits/,Casting By,Mark Bennett,https://www.imdb.com/name/nm0071916/?ref_=ttfc_fc_cr,,tt4385888
21 Grams (2003),https://www.imdb.com/title/tt0315733/fullcredits/,Directed by,Alejandro G. Iñárritu,https://www.imdb.com/name/nm0327944/?ref_=ttfc_fc_dr1,(as Alejandro González Iñárritu),tt0315733
21 Grams (2003),https://www.imdb.com/title/tt0315733/fullcredits/,Produced by,Robert Salerno,https://www.imdb.com/name/nm0007011/?ref_=ttfc_fc_cr,producer,tt0315733
21 Grams (2003),https://www.imdb.com/title/tt0315733/fullcredits/,Production Design by,Brigitte Broch,https://www.imdb.com/name/nm0110488/?ref_=ttfc_fc_cr,,tt0315733
21 Grams (2003),https://www.imdb.com/title/tt0315733/fullcredits/,Casting By,Francine Maisler,https://www.imdb.com/name/nm0537892/?ref_=ttfc_fc_cr,,tt0315733
21 Grams (2003),https://www.imdb.com/title/tt0315733/fullcredits/,Makeup Department,Luisa Abel,https://www.imdb.com/name/nm0008468/?ref_=ttfc_fc_cr,makeup department head,tt0315733
21 Grams (2003),https://www.imdb.com/title/tt0315733/fullcredits/,Music by,Gustavo Santaolalla,https://www.imdb.com/name/nm0763395/?ref_=ttfc_fc_cr,,tt0315733
21 Grams (2003),https://www.imdb.com/title/tt0315733/fullcredits/,Sound Department,Brad Sherman,https://www.imdb.com/name/nm0792386/?ref_=ttfc_fc_cr,re-recording mixer,tt0315733
21 Grams (2003),https://www.imdb.com/title/tt0315733/fullcredits/,Sound Department,Jon Taylor,https://www.imdb.com/name/nm0852656/?ref_=ttfc_fc_cr,re-recording mixer,tt0315733
21 Grams (2003),https://www.imdb.com/title/tt0315733/fullcredits/,Writing Credits,Guillermo Arriaga,https://www.imdb.com/name/nm0037247/?ref_=ttfc_fc_wr1,(written by),tt0315733
21 Grams (2003),https://www.imdb.com/title/tt0315733/fullcredits/,Costume Design by,Marlene Stewart,https://www.imdb.com/name/nm0829641/?ref_=ttfc_fc_cr,,tt0315733
21 Grams (2003),https://www.imdb.com/title/tt0315733/fullcredits/,Cinematography by,Rodrigo Prieto,https://www.imdb.com/name/nm0006509/?ref_=ttfc_fc_cr,,tt0315733
25th Hour (2002),https://www.imdb.com/title/tt0307901/fullcredits/,Costume Design by,Sandra Hernandez,https://www.imdb.com/name/nm0379708/?ref_=ttfc_fc_cr,,tt0307901
25th Hour (2002),https://www.imdb.com/title/tt0307901/fullcredits/,Production Design by,James Chinlund,https://www.imdb.com/name/nm0157913/?ref_=ttfc_fc_cr,,tt0307901
25th Hour (2002),https://www.imdb.com/title/tt0307901/fullcredits/,Casting By,Aisha Coley,https://www.imdb.com/name/nm0171402/?ref_=ttfc_fc_cr,,tt0307901
25th Hour (2002),https://www.imdb.com/title/tt0307901/fullcredits/,Cinematography by,Rodrigo Prieto,https://www.imdb.com/name/nm0006509/?ref_=ttfc_fc_cr,director of photography,tt0307901
25th Hour (2002),https://www.imdb.com/title/tt0307901/fullcredits/,Produced by,Julia Chasman,https://www.imdb.com/name/nm0153892/?ref_=ttfc_fc_cr,producer,tt0307901
25th Hour (2002),https://www.imdb.com/title/tt0307901/fullcredits/,Writing Credits,David Benioff,https://www.imdb.com/name/nm1125275/?ref_=ttfc_fc_wr2,(screenplay),tt0307901
25th Hour (2002),https://www.imdb.com/title/tt0307901/fullcredits/,Sound Department,Michael Barry,https://www.imdb.com/name/nm0058094/?ref_=ttfc_fc_cr,re-recording mixer,tt0307901
25th Hour (2002),https://www.imdb.com/title/tt0307901/fullcredits/,Sound Department,Philip Stockton,https://www.imdb.com/name/nm0830958/?ref_=ttfc_fc_cr,supervising sound editor,tt0307901
25th Hour (2002),https://www.imdb.com/title/tt0307901/fullcredits/,Produced by,Tobey Maguire,https://www.imdb.com/name/nm0001497/?ref_=ttfc_fc_cr,producer,tt0307901
25th Hour (2002),https://www.imdb.com/title/tt0307901/fullcredits/,Writing Credits,David Benioff,https://www.imdb.com/name/nm1125275/?ref_=ttfc_fc_wr1,(novel),tt0307901
25th Hour (2002),https://www.imdb.com/title/tt0307901/fullcredits/,Directed by,Spike Lee,https://www.imdb.com/name/nm0000490/?ref_=ttfc_fc_dr1,,tt0307901
25th Hour (2002),https://www.imdb.com/title/tt0307901/fullcredits/,Music by,Terence Blanchard,https://www.imdb.com/name/nm0005966/?ref_=ttfc_fc_cr,,tt0307901
25th Hour (2002),https://www.imdb.com/title/tt0307901/fullcredits/,Produced by,Jon Kilik,https://www.imdb.com/name/nm0453091/?ref_=ttfc_fc_cr,producer,tt0307901
25th Hour (2002),https://www.imdb.com/title/tt0307901/fullcredits/,Produced by,Spike Lee,https://www.imdb.com/name/nm0000490/?ref_=ttfc_fc_cr,producer,tt0307901
27 Dresses (2008),https://www.imdb.com/title/tt0988595/fullcredits/,Produced by,Jonathan Glickman,https://www.imdb.com/name/nm0322802/?ref_=ttfc_fc_cr,producer,tt0988595
27 Dresses (2008),https://www.imdb.com/title/tt0988595/fullcredits/,Sound Department,Christian P. Minkler,https://www.imdb.com/name/nm0591441/?ref_=ttfc_fc_cr,re-recording mixer,tt0988595
27 Dresses (2008),https://www.imdb.com/title/tt0988595/fullcredits/,Directed by,Anne Fletcher,https://www.imdb.com/name/nm0281945/?ref_=ttfc_fc_dr1,,tt0988595
27 Dresses (2008),https://www.imdb.com/title/tt0988595/fullcredits/,Produced by,Gary Barber,https://www.imdb.com/name/nm0053388/?ref_=ttfc_fc_cr,producer,tt0988595
27 Dresses (2008),https://www.imdb.com/title/tt0988595/fullcredits/,Sound Department,Karen Baker Landers,https://www.imdb.com/name/nm0048623/?ref_=ttfc_fc_cr,supervising sound editor,tt0988595
27 Dresses (2008),https://www.imdb.com/title/tt0988595/fullcredits/,Produced by,Roger Birnbaum,https://www.imdb.com/name/nm0083696/?ref_=ttfc_fc_cr,producer,tt0988595
27 Dresses (2008),https://www.imdb.com/title/tt0988595/fullcredits/,Special Effects by,J.C. Brotherhood,https://www.imdb.com/name/nm0112568/?ref_=ttfc_fc_cr,special effects supervisor,tt0988595
